UTC-timeStamp,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,WorkloadFBDS,WorkloadBDS,WorkloadAverage,Brow Furrow,Brow Raise,Engagement,Lip Corner Depressor,Smile,Valence,Attention,InnerBrowRaise,EyeClosure,NoseWrinkle,UpperLipRaise,LipSuck,LipPress,MouthOpen,ChinRaise,Smirk,LipPucker,Anger,Sadness,Disgust,Joy,Surprise,Fear,Contempt,Cheek Raise,Dimpler,Eye Widen,Lid Tighten,Lip Stretch,Jaw Drop,Battery (mVolts),GSC (mVolts),GSR (kOhms),GSR Quality
20180822_180604586,862,599,846,594,2.24791,2.315018,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1900.3663,78.42645167,VALID
20180822_180604588,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1736.996337,78.42645167,VALID
20180822_180604588,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1900.3663,78.45967957,VALID
20180822_180604591,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604602,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604602,861,622,820,635,2.259262,2.276367,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604607,892,606,822,599,2.373734,2.281418,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1937.728938,78.45967957,VALID
20180822_180604608,892,606,822,599,2.373734,2.281418,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1958.241758,78.45967957,VALID
20180822_180604620,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1757.509158,78.45967957,VALID
20180822_180604620,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604622,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604622,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1903.296703,78.49293564,VALID
20180822_180604623,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604625,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604625,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1944.322344,78.49293564,VALID
20180822_180604630,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604634,900,622,844,618,2.345276,2.32074,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604637,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.666667,1938.461538,78.49293564,VALID
20180822_180604638,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604640,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604645,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604645,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604649,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604649,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1965.567766,78.5262199,VALID
20180822_180604652,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1766.300366,78.55953241,VALID
20180822_180604652,893,608,818,618,2.384186,2.350677,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604653,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604659,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604659,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1906.227106,78.55953241,VALID
20180822_180604668,894,595,803,629,2.388687,2.331223,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1940.659341,78.5262199,VALID
20180822_180604670,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1940.659341,78.5262199,VALID
20180822_180604671,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604673,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604674,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604674,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604674,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604679,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604679,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4098.338462,1967.032967,78.5262199,VALID
20180822_180604684,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.707692,1767.032967,78.5262199,VALID
20180822_180604684,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1691.575092,78.55953241,VALID
20180822_180604687,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1691.575092,78.55953241,VALID
20180822_180604687,887,608,832,605,2.408585,2.387161,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1691.575092,78.55953241,VALID
20180822_180604690,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1691.575092,78.55953241,VALID
20180822_180604693,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604703,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604703,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604703,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604703,874,614,826,620,2.458923,2.440689,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604704,878,612,853,630,2.449478,2.459427,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1870.32967,78.5262199,VALID
20180822_180604709,878,612,853,630,2.449478,2.459427,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1946.520147,78.55953241,VALID
20180822_180604709,878,612,853,630,2.449478,2.459427,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604710,878,612,853,630,2.449478,2.459427,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604710,878,612,853,630,2.449478,2.459427,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604720,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604721,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604721,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1753.113553,78.5928732,VALID
20180822_180604725,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1906.959707,78.5928732,VALID
20180822_180604727,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1906.959707,78.5928732,VALID
20180822_180604727,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1906.959707,78.5928732,VALID
20180822_180604732,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604735,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604735,953,603,914,625,2.45105,2.495514,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604736,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604737,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604737,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1947.985348,78.5928732,VALID
20180822_180604740,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1955.311355,78.5928732,VALID
20180822_180604749,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1955.311355,78.5928732,VALID
20180822_180604749,951,600,931,614,2.522919,2.524902,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1955.311355,78.5928732,VALID
20180822_180604754,968,593,906,625,2.547119,2.529068,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086.687179,1955.311355,78.5928732,VALID
20180822_180604757,968,593,906,625,2.547119,2.529068,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1950.915751,78.62624229,VALID
20180822_180604757,968,593,906,625,2.547119,2.529068,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.405128,1950.915751,78.62624229,VALID
20180822_180604760,968,593,906,625,2.547119,2.529068,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1964.102564,78.62624229,VALID
20180822_180604760,968,593,906,625,2.547119,2.529068,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1973.626374,78.62624229,VALID
20180822_180604770,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4093.969231,1973.626374,78.62624229,VALID
20180822_180604772,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1965.567766,78.62624229,VALID
20180822_180604774,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.774359,1956.043956,78.65963974,VALID
20180822_180604775,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.774359,1956.043956,78.65963974,VALID
20180822_180604775,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.774359,1956.043956,78.65963974,VALID
20180822_180604776,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604777,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604777,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604777,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604777,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604785,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604785,962,628,904,625,2.60907,2.564392,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604786,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099.794872,1978.021978,78.65963974,VALID
20180822_180604791,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1967.765568,78.62624229,VALID
20180822_180604797,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1967.765568,78.62624229,VALID
20180822_180604797,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1967.765568,78.62624229,VALID
20180822_180604798,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604803,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604803,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604803,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604803,924,616,897,616,2.591568,2.545898,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604804,922,644,909,606,2.612183,2.571686,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.14359,1968.498168,78.65963974,VALID
20180822_180604812,922,644,909,606,2.612183,2.571686,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1768.498168,78.69306557,VALID
20180822_180604812,922,644,909,606,2.612183,2.571686,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.533333,1706.959707,78.72651982,VALID
20180822_180604815,922,644,909,606,2.612183,2.571686,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1876.923077,78.69306557,VALID
20180822_180604820,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1876.923077,78.69306557,VALID
20180822_180604821,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1876.923077,78.69306557,VALID
20180822_180604821,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4091.05641,1876.923077,78.69306557,VALID
20180822_180604824,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1936.263736,78.69306557,VALID
20180822_180604827,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1936.263736,78.69306557,VALID
20180822_180604827,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1936.263736,78.69306557,VALID
20180822_180604830,962,646,905,603,2.605484,2.60025,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1964.102564,78.69306557,VALID
20180822_180604837,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1964.102564,78.69306557,VALID
20180822_180604846,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1964.102564,78.69306557,VALID
20180822_180604846,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.882051,1964.102564,78.69306557,VALID
20180822_180604847,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1767.032967,78.72651982,VALID
20180822_180604847,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1767.032967,78.72651982,VALID
20180822_180604847,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1767.032967,78.72651982,VALID
20180822_180604847,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4104.164103,1767.032967,78.72651982,VALID
20180822_180604850,943,652,904,616,2.612503,2.649963,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1898.901099,78.69306557,VALID
20180822_180604853,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1898.901099,78.69306557,VALID
20180822_180604859,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1898.901099,78.69306557,VALID
20180822_180604859,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.512821,1898.901099,78.69306557,VALID
20180822_180604864,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4089.6,1938.461538,78.69306557,VALID
20180822_180604864,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1750.915751,78.72651982,VALID
20180822_180604867,958,649,910,631,2.647644,2.618927,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1686.446886,78.76000252,VALID
20180822_180604870,950,631,904,632,2.622223,2.614853,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1686.446886,78.76000252,VALID
20180822_180604872,950,631,904,632,2.622223,2.614853,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1686.446886,78.76000252,VALID
20180822_180604872,950,631,904,632,2.622223,2.614853,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4101.251282,1686.446886,78.76000252,VALID
20180822_180604880,950,631,904,632,2.622223,2.614853,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1871.062271,78.72651982,VALID
20180822_180604884,950,631,904,632,2.622223,2.614853,0.760216,0.693192,0.726704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4095.425641,1871.062271,78.72651982,VALID
